"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646122657697792",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","sloooh9366",204735,TRUE,FALSE,NA,NA
"RT @BreakingNLive: BREAKING: Champs Elysees in central Paris is a mess after riots have broken out following France’s World Cup win. Multip…",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646122477375489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tthseeker",210,TRUE,FALSE,NA,NA
"RT @OptaJoe: 19y 207d - Kylian Mbappé will become the youngest Frenchman and the third youngest player overall to appear in a World Cup fin…",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646121797873670",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patti_km",585,TRUE,FALSE,NA,NA
"RT @FootbalIStuff: World Cup is over <U+0001F628>... Football fans right now <U+0001F622> https://t.co/HwVpOoIytD",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646121315352577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayalboyarskiy",3285,TRUE,FALSE,NA,NA
"RT @The2018WorIdCup: France will win the 2018 World Cup.",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646120799485953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RoroNoguei",3462,TRUE,FALSE,NA,NA
"RT @aaronmelloul: MOOD CUZ MY HOMETOWN WON THE WORLD CUP!!! <U+0001F1EB><U+0001F1F7><U+0001F1EB><U+0001F1F7><U+0001F1EB><U+0001F1F7><U+0001F499><U+0001F499><U+2764><U+FE0F><U+2764><U+FE0F> https://t.co/jwFsUpRiWf",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646120761708544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","a_r_e_l_y17",392,TRUE,FALSE,NA,NA
"RT @morningpassages: Eris, Power has been played in FIFA World Cup final! Do you see how our hardwork is giving their results. This wouldn’…",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646120514379776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IEXOLKAI",2132,TRUE,FALSE,NA,NA
"RT @GaryLineker: Mbappe becomes the first teenager to score in a World Cup final since Pele in 1958. Superstar.",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646120199794689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Luigi96_",17292,TRUE,FALSE,NA,NA
"RT @itsindysev: THE STREETS OF PARIS AFTER THE WORLD CUP WIN. BUCKET LIST TYPE OF MOMENTS https://t.co/aoJHTvWl3i",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646120027820032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DiegopopocaT",6686,TRUE,FALSE,NA,NA
"RT @analyticsEXO: The EXO Wikipedia article is the most read at this time, more than the world cup!

#TheElyxion_Dot #EXO @weareoneEXO http…",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646119868297216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hunbabes_",2588,TRUE,FALSE,NA,NA
"RT @__gershom: Man. You guys really let Paul Pogba win the World Cup. Naa. Yall fucked up. I’m going to be insufferable. Some of you will u…",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646119482576897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abang_kuskus",69,TRUE,FALSE,NA,NA
"RT @GaryLineker: Mbappe becomes the first teenager to score in a World Cup final since Pele in 1958. Superstar.",FALSE,0,NA,2018-07-15 23:58:55,FALSE,NA,"1018646119436505088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SahadAli21",17292,TRUE,FALSE,NA,NA
"RT @FutbolWorId: BREAKING: Violence and riots have erupted in Paris following World Cup celebrations. 
Armed forces have been deployed but…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646118966624257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","northcotetrevel",538,TRUE,FALSE,NA,NA
"RT @cnnbrk: France wins the World Cup for the second time — overcoming Croatia in the highest-scoring final since 1966 https://t.co/iBQBK8n…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646118966558721",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dw_Reeder",1417,TRUE,FALSE,NA,NA
"RT @NYBo3Modder: If Croatia wins this World Cup I will give 2 people who rt this tweet a bo3 modded account with all bribes<U+0001F525>

MUST FOLLOW @…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646118874271744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kdtofly2",26,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Congratulations to France, who played extraordinary soccer, on winning the 2018 World Cup. Additionally, congratulatio…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646118849220608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","0530188886",35429,TRUE,FALSE,NA,NA
"RT @V_of_Europe: Spot the difference:

Croatia loses the final: Party

France wins the World Cup: Riots all over the country https://t.co/i…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646118605787136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jean2009th",4641,TRUE,FALSE,NA,NA
"RT @JamesPearceEcho: ‘Second place is something big for us.’ 
Spot on from Dejan Lovren. Had a great World Cup after a highly impressive en…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646118366769152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aztec_again",250,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646118194917376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PaddyntonMoon",204735,TRUE,FALSE,NA,NA
"RT @FutbolWorId: GIVEAWAY: To celebrate the best World Cup in recent years, we are giving away 2 Adidas / Nike boots of your choice. <U+0001F381> 

To…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646117381230592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aleja_388",356,TRUE,FALSE,NA,NA
"RT @anubhavsinha: <U+091A><U+0932><U+093F><U+090F> <U+092E><U+0941><U+092C><U+093E><U+0930><U+0915> <U+0939><U+094B>, <U+092C><U+092F><U+093E><U+0932><U+0940><U+0938> <U+0932><U+093E><U+0916> <U+0915><U+0940> <U+0906><U+092C><U+093E><U+0926><U+0940> <U+0915><U+093E> <U+0926><U+0947><U+0936> world cup final <U+0916><U+0947><U+0932><U+0947><U+0917><U+093E> <U+0906><U+091C>, <U+0914><U+0930> <U+0939><U+092E> <U+0932><U+094B><U+0917> <U+0938><U+0924><U+094D><U+0924><U+0930> <U+0938><U+093E><U+0932> <U+0938><U+0947> <U+0939><U+093F><U+0902><U+0926><U+0942> <U+092E><U+0941><U+0938><U+0932><U+092E><U+093E><U+0928> <U+0916><U+0947><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948><U+0964> <U+0932><U+093E>…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646117062455296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","30guptavivek",671,TRUE,FALSE,NA,NA
"RT @TeamUSA: #TEAMUSA DOMINATION! <U+0001F4AA><U+0001F1FA><U+0001F1F8>

@usatf athletes win the inaugural @AthWorldCup by 5<U+FE0F><U+20E3>7<U+FE0F><U+20E3> points! #AthWorldCup <U+27A1><U+FE0F> https://t.co/bxwBA0…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646116932304896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoachLangStrong",54,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Congratulations to France, who played extraordinary soccer, on winning the 2018 World Cup. Additionally, congratulatio…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646116471050240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenbrahimHi",35429,TRUE,FALSE,NA,NA
"RT @dyo_00: Power has reached the Fifa World Cup! A song that suits the atmosphere so much,,EXO and EXO-L's did that.

@weareoneEXO #EXO #<U+C5D1>…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646116257050624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BernadethIrrene",1112,TRUE,FALSE,NA,NA
"RT @sampilger: Three Manchester United players have won the World Cup: Bobby Charlton, Nobby Stiles and Paul Pogba #mufc",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646116139610112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","introvrti",637,TRUE,FALSE,NA,NA
"RT @Capivara06: <U+30B7><U+30E3><U+30F3><U+30BC><U+30EA><U+30BC><U+901A><U+308A><U+51C4><U+307E><U+3058><U+3044><U+3002>
France v Croatia : Celebrations in Paris as France win the World Cup - l... https://t.co/YBFPDfLJW7 @YouTube<U+3055>…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646116064112645",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hossan_",1,TRUE,FALSE,NA,NA
"RT @IsimaOdeh: Paul Pogba celebrating by dancing Shaku Shaku and Gwara Gwara after France won the 2018 World Cup. https://t.co/Xjg24taV3f",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646115795832832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dolaa_i",363,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Congratulations to France, who played extraordinary soccer, on winning the 2018 World Cup. Additionally, congratulatio…",FALSE,0,NA,2018-07-15 23:58:54,FALSE,NA,"1018646115179290629",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OBIZUOGU",35429,TRUE,FALSE,NA,NA
"RT @daraprayoga_: Benjamin Mendy membuktikan kalau kita bisa juara Premiere League dan World Cup hanya dengan ngetwit",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646114738688001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aniiisnrn",34,TRUE,FALSE,NA,NA
"RT @StevenDefour: I ll say it again. Eden Hazard best player of the world cup",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646114705264640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Professor_Abdi",1928,TRUE,FALSE,NA,NA
"RT @Squawka: Raphaël Varane has now won 16 trophies in his senior career for club &amp; country:

<U+0001F3C6><U+0001F3C6><U+0001F3C6><U+0001F3C6> Champions League
<U+0001F3C6><U+0001F3C6><U+0001F3C6> Club World Cup
<U+0001F3C6><U+0001F3C6><U+0001F3C6>…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646114701135873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josegui91951284",5453,TRUE,FALSE,NA,NA
"RT @FootballFunnnys: Both World Cup finalists, both best players of the tournament, both lost in the finals. LM10<U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC>

So close yet so fa…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646114256355329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FnaticNLsAF",2398,TRUE,FALSE,NA,NA
"RT @neontaster: Meanwhile their next world cup is in Qatar, which rates 113th out of 152 on the Gender Inequality Index and 115th out of 14…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646113539248129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","breakfas_pizza",2482,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646113480568834",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dhavalkamdar4u",204735,TRUE,FALSE,NA,NA
"RT @TheDukeofKL: Separuh mati ahli-ahli UMNO berkorban mintak derma bagi cukupkan wang tabung sebanyak RM500,000 sebab nak tolong Najib bay…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646113224552448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lukeadib",13054,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646112570368000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","junaidasghar",204735,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646112100667393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RVAtrout",204735,TRUE,FALSE,NA,NA
"Young, joyful France beats Croatia 4-2 to win 2nd World Cup https://t.co/1cg1BFDeYe",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646111861395456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cestleiden",0,FALSE,FALSE,NA,NA
"RT @FCBarcelona: Two more #BarçaWorldCup champions - but can you name them all?
https://t.co/yml7v3WhEo",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646111735541762",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WannaBeDoubleA",271,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646111492419584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tblucas51",204737,TRUE,FALSE,NA,NA
"RT @krassenstein: 3 days ago 12 Russians, tied directly to Putin, were indicted for attacking America. 

5 hours ago our President Congratu…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646110989058048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WYVeteran",4225,TRUE,FALSE,NA,NA
"RT @TheUndefeated: France just won the #WorldCup, but so did Cameroon, Angola, Nigeria, the DRC, Mali, and Guinea and Senegal. 

The Cup ma…",FALSE,0,NA,2018-07-15 23:58:53,FALSE,NA,"1018646110942957568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chellewilsonaka",7209,TRUE,FALSE,NA,NA
"@realDonaldTrump Don, I am sure it was the best World Cup because you are President! Congratulations!",FALSE,0,"realDonaldTrump",2018-07-15 23:58:53,FALSE,"1018541464416997376","1018646110842376193","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DaveColvinSongs",0,FALSE,FALSE,NA,NA
"Gostei de um vídeo @YouTube https://t.co/TuKtnefZby v Spain - 2018 FIFA World Cup Russia™ - MATCH 3",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646110599110659",NA,"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","speectry",0,FALSE,FALSE,NA,NA
"RT @JZmirak: Croatia lost the World Cup. Where are all the riots, like the ones in France, which won? It's almost as if France had undergon…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646110540267520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fatdogspock",37,TRUE,FALSE,NA,NA
"@Hassan_M_Ahmed @MostafaThe1st kalamk yo3tbr sa7 bs msh awy y3ny ... f fr2 ben sen mpape w doro f el world cup da w… https://t.co/CZwD6ZkSC0",FALSE,0,"Hassan_M_Ahmed",2018-07-15 23:58:52,TRUE,"1018645453347459072","1018646110380920832","218109525","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Farakeko",0,FALSE,FALSE,NA,NA
"RT @KhaledBeydoun: My latest in ESPN - 

'Whether nativists, racists and the Marine Le Pens in #France like it or not, much of the world vi…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646110309675008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FaizaZuberi",804,TRUE,FALSE,NA,NA
"RT @VishnuPrakash__: Sasi Kumar talking about how he wish singapore would qualify for World Cup. Buto qualify also no point, Mindef will ca…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646109852352512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bavithraaa",418,TRUE,FALSE,NA,NA
"RT @wallahi: griezmann celebrating with France after winning the World Cup https://t.co/2aZLd2mFfM",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646109001052165",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theycallmejshep",19168,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646108430577670",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","knight_rene",204737,TRUE,FALSE,NA,NA
"RT @buteracypher: Fake Love got played at the World Cup’s finale stadium in Russia https://t.co/nYVHfDVyoA",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646108375953408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","artangIs",2193,TRUE,FALSE,NA,NA
"RT @FOXSoccer: What a tournament it was for Luka Modric!

The Croatian midfielder wins the 2018 FIFA World Cup Golden Ball. <U+0001F1ED><U+0001F1F7> https://t.co…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646108283789312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cali_boy101",3265,TRUE,FALSE,NA,NA
"RT @spectatorindex: Olivier Giroud at World Cup 2018.

Games played and started: 7

Position: Striker

Shots on goal: 0

Goals: 0

World Cu…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646108262883328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Da_SilvaWilliam",2464,TRUE,FALSE,NA,NA
"RT @F_Edits: ""I think about 1998, when I watched a cassette tape of the World Cup with my father, at home, on repeat, we would watch it the…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646108120084480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hziqanwr",168,TRUE,FALSE,NA,NA
"RT @iatemuggles: World Cup 2018 moments i love - a thread",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646108099235841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheSmileyOne_",5023,TRUE,FALSE,NA,NA
"RT @tezuma75: In #Paris, thirty young people break and loot the #Drugstore Publicis of the Champs-Elysees and face the police, while hundre…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646107835035649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlterLiFEmemory",28,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646107532824576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Fwaze",204737,TRUE,FALSE,NA,NA
"RT @DRUDGE_REPORT: PARIS MAYHEM AFTER WORLD CUP WIN... https://t.co/n7XmsUXPiU",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646107470036993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","billm9",48,TRUE,FALSE,NA,NA
"RT @sportbible: <U+0001F1EB><U+0001F1F7> Oliver Giroud at 2018 WC:

vs <U+0001F1E6><U+0001F1FA> 0 Shots on target (20')
vs <U+0001F1F5><U+0001F1EA> 0 Shots on target (90')
vs <U+0001F1E9><U+0001F1F0> 0 Shots on target (90')
vs…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646107398770689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Junayd_Q",1301,TRUE,FALSE,NA,NA
"RT @kimpembe_3: Mission World Cup <U+2705> <U+0001F31F><U+0001F31F>#LAFORCE
WE DID THIS !!! @equipedefrance ! Ensemble et pour toujours <U+0001F1EB><U+0001F1F7> 
#CHAMPIONSDUMONDE #fiersdetr…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646107319144449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tonisottie",5453,TRUE,FALSE,NA,NA
"RT @FOXSportsHub: Wrapping up the FIFA World Cup in the FOX Sports Hub! Thanks to @SlackHQ for helping our team collaborate and get things…",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646106841010176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Little_Flower14",19,TRUE,FALSE,NA,NA
"RT @brfootball: Best World Cup ever. https://t.co/kJTZ7BW0Km",FALSE,0,NA,2018-07-15 23:58:52,FALSE,NA,"1018646106840842241",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fatkhulmuslimin",10316,TRUE,FALSE,NA,NA
"Gods willing me haffi deh a 2026 world cup its toooooo close for me to not go",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646106547335168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marzz_RAW",0,FALSE,FALSE,NA,NA
"RT @TrailerJamShow: France has become the FIRST African team to win the World Cup <U+0001F60B>

Mandanda (<U+0001F1E8><U+0001F1E9>)
Umtiti (<U+0001F1E8><U+0001F1F2>)
Rami (<U+0001F1F2><U+0001F1E6>)
Kimpembe (<U+0001F1E8><U+0001F1E9>)
Sidi…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646106543140864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MongeziCeehlair",482,TRUE,FALSE,NA,NA
"RT @V_of_Europe: Spot the difference:

Croatia loses the final: Party

France wins the World Cup: Riots all over the country https://t.co/i…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646106341769221",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","m4deyoulook",4641,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646106157211648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kalaniskaked",204737,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646106153078784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanteDeLuca",204737,TRUE,FALSE,NA,NA
"RT @CNN: France's World Cup win is a victory for immigrants everywhere, writes Peniel Joseph for @CNNOpinion https://t.co/T9nv1YDwaq https:…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646105674977280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","92d04307e4fd43e",612,TRUE,FALSE,NA,NA
"RT @FarPostSA: DE CHAMP

France’s Didier Deschamps has become the third man in history to win the World Cup as player and coach.

The other…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646104823488512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Xhanti39001857",71,TRUE,FALSE,NA,NA
"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646104647389185",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","timothygarris",204737,TRUE,FALSE,NA,NA
"RT @MoAsEab: France has become the FIRST African team to win the World Cup <U+0001F60B>
Mandanda (<U+0001F1E8><U+0001F1E9>),Umtiti (<U+0001F1E8><U+0001F1F2>)
Rami (<U+0001F1F2><U+0001F1E6>),Kimpembe (<U+0001F1E8><U+0001F1E9>)
Sidibe (<U+0001F1F2><U+0001F1F1>),…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646104550731779",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ian30310",124,TRUE,FALSE,NA,NA
"RT @SemilooreAkoni: France’s President Emmanuel Macron visited Nigeria last week and they won the World Cup final, so Nigeria won the World…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646104529932288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chisomaga_",3679,TRUE,FALSE,NA,NA
"RT @Sporf: <U+0001F1EB><U+0001F1F7> @RaphaelVarane's Career:

<U+0001F3C6> 4x <U+0001F1EA><U+0001F1FA> Champions league 
<U+0001F3C6> 3x <U+0001F1EA><U+0001F1FA> UEFA Super Cup 
<U+0001F3C6> 3x <U+0001F30E> Club World Cup
<U+0001F3C6> 2x <U+0001F1EA><U+0001F1F8> La Liga 
<U+0001F3C6> 2x <U+0001F1EA><U+0001F1F8> Sp…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646104467038208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oretubo",1395,TRUE,FALSE,NA,NA
"RT @tonystwit: Interesting lack of gallantry at the World Cup presentation with no sign of umbrella for the President of Croatia! https://t…",FALSE,0,NA,2018-07-15 23:58:51,FALSE,NA,"1018646104416641024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chr1sGM",38,TRUE,FALSE,NA,NA
